poiID,avgDuration,nVisit,poiCat,poiLon,poiLat,popularity
1,1992.0737704918033,244,Transport,-4.258101169014088,55.85792013480796,127
2,1222.6236559139784,279,Transport,-4.250727638646297,55.86149567248896,181
4,0.0,1,Transport,-4.595632,55.509388,1
5,0.0,2,Transport,-4.331517,55.868896500000005,2
6,499.5,20,Transport,-4.269904625000001,55.85613520833331,16
7,1814.1538461538462,39,Education,-4.242159871999993,55.861145432,27
8,1151.1666666666667,12,Education,-4.249761639639642,55.86707233333342,7
9,1242.0298507462687,67,Education,-4.285801843195263,55.87218430769239,41
10,1457.5650406504064,246,Education,-4.288902204592891,55.8719939645088,77
11,2446.078212290503,179,Education,-4.264269125992071,55.866234078372784,89
12,1550.6538461538462,130,Education,-4.25708622437137,55.86211197872341,71
13,1877.0420168067226,119,Religion,-4.234412937614692,55.86270032844042,91
14,291.7142857142857,14,Religion,-4.250646,55.85346542105263,14
15,1507.780104712042,191,Shopping,-4.292544210306379,55.87441117270186,77
16,1065.6546184738957,249,Shopping,-4.255375836084915,55.86053728183968,158
17,1873.7857142857142,14,Museum,-4.30770575,55.83081824999999,13
18,1034.4666666666667,15,Park,-4.2056362195121935,55.849497292682905,8
19,1921.1978021978023,91,Structure,-4.288323547169811,55.85990364420503,62
20,1190.0575539568345,139,Structure,-4.25317754353561,55.86441777836411,93
21,1020.2416666666667,240,Museum,-4.25158601294498,55.859934364077695,137
22,1332.2884615384614,52,Park,-4.238215758620696,55.85119285775855,31
24,2769.25,20,Structure,-4.309061802631581,55.853225565789465,6
25,821.15,60,Museum,-4.294561920863311,55.86907381294964,41
26,1598.6315789473683,152,Museum,-4.290447339401815,55.86847013524039,99
27,2105.6111111111113,18,Structure,-4.317774888888886,55.82766903030305,13
28,1231.1147540983607,122,Structure,-4.261300118451011,55.864777521639816,73
29,754.8529411764706,34,Structure,-4.268838855855862,55.86140168468457,27
